user_followersCount,user_account_age_days,launch_month,user_followingCount,user_madePosts_totalCount,user_submittedPosts_totalCount,topics_totalCount,launch_hour,name_len,name_words,description_len,launch_weekday,description_words,successful_launch
0,0,5,0,1,1,2,7,6,1,376,2,56,0
0,84,2,0,2,2,2,8,6,1,392,0,59,0
6,408,1,0,8,8,3,8,16,2,404,3,71,0
0,17,4,0,1,1,3,7,9,1,339,2,49,0
0,13,12,0,1,1,3,8,7,1,381,2,59,0
0,21,2,0,1,1,2,8,9,1,128,3,18,0
8,1611,4,6,2,2,1,7,6,1,174,0,26,0
0,0,4,0,1,1,3,7,19,2,155,3,24,0
0,0,3,1,1,1,4,7,40,7,137,0,21,0
0,0,2,3,1,1,3,8,8,1,392,4,54,0
0,0,3,0,1,1,3,7,9,1,155,1,21,0
0,0,5,0,1,1,3,7,7,1,191,1,33,0
0,1,6,0,3,3,3,7,10,1,439,1,61,0
109490,4150,10,688,26,4497,4,7,3,1,208,2,36,1
30,229,9,6,2,2,3,7,6,1,182,2,26,1
0,0,5,5,1,1,3,7,5,1,495,1,85,0
18,627,2,5,4,4,3,8,4,1,151,2,20,1
0,1,12,0,2,2,3,8,9,1,358,0,48,0
0,1,4,0,1,1,3,7,9,1,376,4,64,0
0,3,3,0,1,1,2,7,12,2,497,1,72,0
0,5,8,0,1,1,3,7,8,1,243,0,34,0
0,0,1,3,1,1,2,8,12,1,167,1,26,0
0,0,5,0,1,1,2,7,11,1,381,0,56,0
5,398,1,0,6,6,3,8,7,1,461,1,69,0
0,0,1,0,1,1,1,8,8,1,197,5,24,0
2,2,10,2,2,2,3,7,9,1,212,0,36,0
8,71,12,22,10,10,3,8,24,4,140,1,20,0
0,1,1,0,6,6,3,8,11,2,82,0,4,0
2,44,11,4,1,1,1,8,7,1,153,3,23,0
0,1,2,0,1,1,1,8,12,2,420,2,53,0
1,2,5,0,1,1,3,7,31,4,181,4,33,0
0,0,1,0,1,1,3,8,23,3,141,5,23,0
0,0,5,0,1,1,3,7,6,1,418,0,61,0
0,0,4,0,1,1,3,7,7,1,423,2,71,0
60,354,4,0,14,14,3,7,8,1,128,2,21,1
0,0,4,0,1,1,2,7,17,3,222,0,32,0
0,0,3,0,1,1,3,7,9,2,167,3,29,0
0,0,3,0,1,1,4,7,13,2,131,4,21,0
2,212,8,0,2,2,3,7,5,2,183,6,26,1
0,70,9,4,1,1,3,7,4,1,232,2,42,1
5,1,3,0,1,1,3,7,13,3,209,2,36,0
0,0,11,0,0,1,2,8,9,1,166,4,23,0
0,73,1,0,1,1,1,8,10,1,138,4,19,0
0,2,3,0,0,1,3,7,9,2,189,0,28,0
0,0,3,0,1,1,2,7,19,3,170,4,26,0
2,13,3,2,2,2,4,7,10,1,493,1,78,0
0,0,2,0,1,1,4,8,19,3,309,4,50,0
0,882,1,0,1,1,3,8,28,5,366,4,54,0
0,0,4,5,1,1,2,7,6,1,251,0,42,0
1,61,5,1,3,3,3,7,11,1,467,3,64,0
0,0,12,0,1,1,3,8,7,1,496,6,72,0
0,0,4,0,1,1,3,7,8,1,170,0,25,0
0,154,4,0,1,1,1,7,33,6,248,0,34,0
0,1,3,0,1,1,3,7,12,2,370,0,66,0
2,2339,2,0,2,2,3,8,23,4,253,2,39,0
0,0,5,0,1,1,2,7,6,1,267,1,40,0
0,0,4,0,0,1,2,7,14,2,267,3,39,0
1,9,8,1,1,1,3,7,13,3,241,4,42,0
0,0,5,0,1,1,3,7,13,1,407,4,57,0
0,2,12,5,1,1,3,8,30,4,353,0,56,1
0,0,3,5,1,1,3,8,10,1,132,4,20,0
0,370,10,0,2,2,3,7,7,1,200,2,27,1
0,2,4,0,1,1,3,7,33,5,369,2,50,0
4,0,3,0,1,1,3,7,8,1,476,1,76,0
2,20,8,2,1,1,3,7,13,3,176,4,32,0
0,0,5,0,1,1,3,7,10,1,280,0,44,0
1,115,11,0,17,17,3,7,20,3,189,6,25,1
0,0,8,0,1,1,4,7,30,4,206,1,28,0
0,4,4,0,1,1,3,7,9,1,410,5,71,0
109136,4262,2,688,26,4497,3,8,10,3,161,2,27,1
0,0,12,0,1,1,3,8,10,1,463,4,66,0
0,312,3,0,1,1,3,7,7,1,200,1,30,0
0,7,10,0,1,1,3,7,9,1,258,2,37,1
3,186,11,0,3,3,3,8,8,1,487,2,78,1
47,1,5,1,1,1,4,7,4,1,231,2,33,1
6,1,10,0,1,1,3,7,13,1,225,4,32,1
0,7,2,0,0,1,3,8,5,1,433,2,70,0
1,388,4,1,2,1,3,7,13,2,168,5,28,0
0,0,2,1,1,1,3,8,4,1,456,5,73,0
0,0,3,0,1,1,3,7,6,1,186,5,29,0
0,13,4,0,1,1,4,7,12,3,178,1,28,0
1,234,1,0,6,6,3,8,6,1,215,0,33,0
0,173,12,0,1,1,1,8,7,1,134,1,16,0
0,2,1,0,1,1,2,8,11,1,406,4,59,0
0,9,6,0,1,1,1,7,12,1,143,1,20,0
0,0,3,0,1,1,4,7,25,3,429,0,66,0
35,733,3,2,2,2,3,7,5,1,214,6,35,1
2,249,12,0,1,2,3,8,25,5,67,6,10,0
0,3,1,0,1,1,3,8,9,1,265,3,38,0
0,0,8,0,1,1,3,7,12,2,151,4,19,0
0,0,12,0,1,1,2,8,22,4,387,1,67,0
10,1364,8,3,8,9,1,7,7,2,158,5,23,1
0,192,10,0,3,3,3,7,12,1,159,5,20,1
0,3,1,0,1,1,4,8,14,2,396,0,54,1
285,2474,5,1,3,4,3,7,10,1,434,4,69,1
2,995,11,1,8,8,3,8,40,8,367,2,50,0
0,23,8,0,0,1,3,7,10,1,253,0,42,0
2,470,10,2,2,2,2,7,9,1,73,2,13,0
3,10,2,9,1,1,3,8,8,1,105,6,18,0
0,565,4,0,1,1,2,7,9,1,129,0,16,0
173,3504,3,19,8,9,3,7,12,1,438,0,65,1
0,0,5,12,1,1,3,7,6,1,495,5,77,0
0,1,5,0,1,1,3,7,6,1,220,2,37,0
0,0,6,0,1,1,3,7,8,1,205,1,25,0
0,0,5,3,3,3,3,7,9,2,319,2,46,0
0,7,5,4,1,1,3,7,12,1,284,3,43,0
1,0,12,0,2,2,3,8,17,2,116,6,18,0
31,1304,9,2,4,6,3,7,9,1,163,6,23,1
6862,359,12,133,1,573,3,8,25,4,453,5,78,1
0,1,2,3,1,1,2,8,27,4,453,0,72,0
258,4279,4,40,9,6,4,7,6,1,462,3,76,1
3,35,3,0,1,1,3,7,6,1,441,1,67,0
1,1603,2,0,2,2,3,8,10,1,117,4,19,0
6,779,10,2,7,7,3,7,10,1,215,2,33,1
0,3,12,0,1,1,3,8,6,1,236,1,34,0
0,0,2,0,1,1,2,8,9,1,497,1,76,0
1,0,12,2,1,1,3,8,9,1,426,5,64,0
0,0,12,0,1,1,3,8,28,4,279,2,41,0
0,28,10,0,2,2,3,7,12,1,198,6,29,1
0,1,5,1,1,1,4,7,8,1,308,0,53,0
0,0,11,0,1,1,3,8,7,1,163,0,18,0
6,1654,1,0,2,2,3,8,12,1,107,4,14,1
0,30,9,0,0,1,1,7,13,1,22,6,3,0
1,705,8,1,3,3,3,7,17,2,230,1,31,1
0,0,4,0,0,1,1,7,10,1,493,5,81,0
0,0,3,0,1,1,3,8,8,1,109,1,16,0
0,0,2,0,1,1,2,8,14,2,468,6,73,0
0,2,4,0,1,1,3,7,12,2,411,2,68,0
1,2584,12,0,1,1,1,8,5,1,112,4,13,1
0,33,3,0,14,14,4,7,25,4,398,0,56,0
6,328,3,0,4,3,3,7,13,2,265,4,22,0
3659,4186,3,148,7,169,2,7,9,1,400,0,61,1
0,231,4,1,2,2,3,7,34,4,157,2,21,0
519,2162,1,6,3,4,3,8,17,3,358,6,61,0
11,1,3,155,1,1,4,8,15,2,385,1,57,1
1,6,10,1,4,4,3,7,36,5,256,3,43,1
0,0,3,5,3,3,3,7,10,1,279,0,43,0
0,0,9,0,1,2,1,7,24,3,253,4,31,0
0,63,5,0,1,2,3,7,13,1,148,6,22,0
2,152,4,1,172,173,3,7,30,6,133,2,25,0
0,235,1,0,24,24,2,8,22,4,161,5,26,0
13,0,1,3,2,2,3,8,8,1,490,6,77,1
1,1627,1,0,1,1,3,8,7,1,486,3,87,0
0,0,5,0,1,1,1,7,13,2,153,5,19,0
2,981,2,0,2,2,3,8,13,1,409,1,68,0
0,0,10,0,1,1,1,7,39,5,133,3,20,0
0,24,2,1,4,4,3,8,10,1,287,4,43,0
0,166,10,1,3,3,2,7,13,1,124,2,19,1
0,285,4,0,1,1,3,7,5,1,210,3,32,0
0,0,5,0,1,1,3,7,8,1,298,3,48,0
0,0,5,0,1,1,3,7,12,2,160,3,23,0
15,1623,6,24,16,16,3,7,16,3,157,0,23,0
24,203,1,17,13,13,3,8,40,7,359,0,44,0
0,0,3,0,1,1,4,7,39,7,343,0,52,0
1,0,10,0,1,1,3,7,11,2,194,5,31,1
14,57,10,20,0,1,2,7,33,7,221,2,34,1
3,509,11,13,1,1,3,8,12,2,313,5,56,1
273,3506,9,235,9,8,3,7,27,5,260,6,39,1
0,3,8,0,1,1,1,7,28,6,118,5,18,0
0,0,12,1,1,1,1,8,19,3,191,2,27,0
0,1740,5,1,4,4,5,7,29,4,132,4,19,0
0,0,12,0,1,1,3,8,12,2,149,5,23,0
0,0,2,0,1,1,4,8,6,1,452,3,66,0
14,535,11,5,7,7,1,8,10,1,154,0,27,0
0,49,10,0,2,2,1,7,12,2,158,1,18,0
0,0,1,0,2,2,3,8,15,3,308,5,48,0
3,352,10,0,5,5,4,7,12,3,238,1,33,1
15,3100,3,8,1,1,3,7,15,2,331,2,47,0
0,0,2,1,1,1,4,8,27,4,195,0,31,0
1,4,5,1,1,1,3,7,7,1,142,6,22,1
0,13,5,5,1,1,3,7,29,4,348,5,53,0
0,1034,1,4,1,1,2,8,29,3,454,2,67,0
2,13,9,7,5,5,3,7,19,3,234,2,42,0
0,348,3,0,2,2,3,7,6,1,302,0,42,0
0,0,12,0,1,1,1,8,11,1,147,4,24,0
26,852,9,20,4,4,3,7,9,1,188,1,31,1
0,1,1,0,1,1,3,8,9,1,168,4,23,0
3,28,8,5,1,1,4,7,13,2,256,3,39,0
2,2,12,1,3,3,3,8,22,3,84,4,15,0
2,1,8,1,1,1,2,7,6,1,222,5,36,1
0,1640,1,0,1,1,2,8,12,1,198,1,32,0
15,368,3,0,1,1,3,7,6,1,274,0,41,1
1,134,8,0,15,15,3,7,29,5,249,4,41,0
0,1,5,2,5,5,2,7,36,5,250,1,32,0
3,395,9,14,4,4,3,7,9,1,221,3,36,1
1,2,11,0,1,1,3,8,7,1,407,0,66,1
0,0,4,0,1,1,3,7,6,1,467,0,68,0
0,0,4,0,1,1,4,7,10,1,215,3,37,0
0,25,11,0,1,1,2,8,4,1,216,6,28,0
0,0,3,3,1,1,4,7,9,2,482,6,85,0
0,1,3,0,1,1,3,7,4,1,814,0,7,0
36,769,2,4,6,6,3,8,14,2,213,2,34,1
1,277,4,5,11,11,3,7,12,2,224,1,34,0
1,32,2,6,2,2,4,8,11,1,412,4,55,0
6705,4334,11,446,47,348,3,8,20,4,68,3,12,1
0,297,12,0,4,4,1,8,11,2,160,1,21,0
0,0,11,5,1,1,3,8,13,2,194,1,26,0
0,0,10,0,1,1,1,7,32,6,182,4,28,0
0,0,6,5,1,1,3,7,7,1,156,0,21,0
1,0,11,2,2,2,3,7,12,2,490,6,68,1
407,4294,2,9,2,1,2,8,40,4,488,5,75,0
0,0,8,0,0,1,1,7,18,3,100,0,16,0
0,0,8,0,2,2,4,7,13,2,216,3,31,1
0,0,2,1,1,1,2,8,30,4,147,5,20,0
0,1378,8,0,1,1,1,7,16,2,154,2,17,0
0,0,4,0,1,1,4,7,11,1,474,5,72,0
0,30,5,0,0,1,4,7,31,3,467,3,68,0
0,98,6,0,1,1,3,7,9,2,201,1,31,0
0,0,9,1,1,1,3,7,17,1,169,3,24,0
0,85,4,23,1,1,3,7,27,6,357,2,58,0
14,139,5,1,4,2,4,7,11,2,451,4,68,0
1,104,8,0,5,5,1,7,14,2,137,2,19,0
0,0,12,5,1,1,3,8,7,1,468,6,66,0
0,0,5,0,0,1,4,7,9,1,499,4,79,0
0,38,5,0,1,1,3,7,7,2,100,3,16,0
0,2,11,0,1,1,3,8,11,2,169,6,24,1
2,3,9,0,5,5,1,7,7,1,150,3,26,1
0,2,5,0,1,1,3,7,9,1,168,1,25,0
18,1893,8,0,10,10,3,7,8,1,233,3,39,1
1,1488,9,0,2,2,3,7,10,2,145,0,22,0
0,0,4,0,2,3,1,7,9,1,438,2,73,0
0,0,8,0,2,2,2,7,7,1,138,5,22,1
1,720,4,0,3,1,3,7,12,2,484,6,80,0
0,0,8,0,2,2,3,7,8,1,252,1,38,1
68360,3800,5,172,15,345,1,7,5,1,462,3,68,1
2,0,9,0,1,1,3,7,10,1,259,4,47,0
3,186,4,0,2,2,3,7,25,5,316,4,46,1
0,34,6,0,1,1,3,7,24,5,421,0,71,0
0,0,11,0,1,1,3,8,29,4,428,4,60,0
0,603,5,0,2,2,3,7,9,2,390,1,69,0
0,344,2,0,1,1,1,8,12,1,137,1,23,0
0,1,5,3,1,1,1,7,6,1,351,6,51,0
8,1574,12,1,14,14,3,8,13,2,492,2,74,0
0,0,3,1,1,1,3,7,40,5,500,5,73,0
62,0,4,0,2,2,2,7,8,1,484,3,72,1
59,3389,2,2,2,1,3,8,7,1,200,1,36,1
0,0,10,5,1,1,3,7,23,4,152,6,22,1
0,0,2,1,2,2,3,8,6,1,460,1,71,0
0,270,1,1,2,2,4,8,40,9,393,5,65,0
0,198,12,0,3,3,3,8,23,3,485,6,78,0
2,33,3,102,0,3,3,7,16,1,170,0,28,0
3,1,2,0,1,1,3,8,7,1,153,2,24,0
0,64,1,3,1,1,3,8,6,1,267,1,42,0
0,398,3,0,0,1,3,7,22,3,474,2,61,0
0,2,4,0,1,1,1,7,40,1,154,4,21,0
0,15,1,0,13,14,2,8,33,6,448,5,65,0
0,1,2,0,1,1,1,8,18,3,75,5,16,0
0,4,4,0,1,1,3,7,9,2,433,5,70,0
1,0,1,7,1,1,3,8,17,3,460,5,76,1
0,2,10,0,2,2,3,7,6,1,117,0,16,0
1,0,2,1,1,1,1,8,7,1,368,0,55,0
0,3,4,0,1,1,3,7,7,1,482,1,79,0
0,63,11,4,1,1,3,8,10,2,104,2,16,0
0,408,12,0,2,2,3,8,18,3,334,0,44,0
2,2,8,0,1,1,3,7,7,1,184,4,32,1
0,127,1,0,2,2,3,8,17,1,146,6,26,1
2,0,10,0,2,2,1,7,9,1,128,6,17,0
0,0,4,0,1,1,4,7,12,2,495,2,71,0
0,0,1,0,0,1,1,8,25,3,385,1,53,0
3,25,8,0,0,3,3,7,20,3,250,1,34,1
0,0,12,0,0,1,1,8,26,4,144,3,23,0
0,23,3,0,1,1,3,8,8,1,472,0,72,0
1,216,2,0,15,15,2,8,12,1,359,2,62,0
3,761,12,1,1,1,3,8,11,1,357,4,56,0
0,51,5,3,2,2,1,7,21,4,186,5,35,0
1,2361,1,0,1,1,3,8,8,1,432,3,77,0
0,0,9,0,2,2,1,7,18,4,144,2,23,0
0,22,11,3,1,1,3,8,7,1,259,1,43,0
0,0,12,0,1,1,3,8,11,2,171,5,23,0
0,16,3,0,1,57,1,7,25,5,449,6,65,0
0,6,3,2,1,1,4,7,11,2,482,4,69,0
0,2,5,0,1,1,3,7,7,1,338,3,46,0
0,2,11,1,1,1,3,8,9,1,388,4,44,0
0,0,1,5,1,1,3,8,22,4,464,2,68,0
0,0,5,0,1,1,3,7,5,1,178,5,25,0
0,0,2,1,1,1,4,8,10,1,382,6,61,0
1,1295,11,0,1,1,3,8,8,1,475,2,71,0
0,18,9,0,1,1,3,7,12,1,78,4,13,0
0,0,3,0,1,1,3,7,16,2,417,1,67,0
0,0,2,0,1,1,3,8,11,3,175,6,24,0
10,2172,2,3,4,4,3,8,29,5,147,3,18,0
0,189,5,0,0,3,3,7,9,1,169,4,25,0
2,1979,8,0,2,2,3,7,12,2,175,4,24,1
0,0,4,0,1,1,4,7,8,1,440,4,62,0
0,1,5,0,1,1,2,7,8,1,123,6,16,0
1,0,5,2,1,1,3,7,11,1,423,4,76,0
84,814,8,122,3,3,3,7,11,1,240,0,36,1
0,0,2,3,1,1,3,8,40,8,495,2,66,0
2,1561,8,1,1,1,3,7,9,1,246,4,35,1
0,80,4,1,1,1,3,7,15,3,401,1,61,0
